submitted,stats.views,stats.version_views,stats.version_unique_views,stats.version_unique_downloads,stats.version_downloads,stats.unique_views,stats.unique_downloads,stats.downloads,revision,recid,id,conceptrecid,updated,state,owners,modified,metadata.title,metadata.resource_type.type,metadata.resource_type.title,metadata.relations.version,metadata.license.id,metadata.doi,metadata.creators,metadata.access_right,links.versions,links.self_iiif_sequence,source,collected_at,CoapplicantIncome,ApplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_ID,Education,Married,Gender,Dependents,Self_Employed
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,997.0,1977.0,50.0,1.0,Semiurban,LP001333,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4188.0,115.0,1.0,Semiurban,LP001334,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3541.0,1759.0,131.0,1.0,Semiurban,LP001343,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3263.0,4288.0,133.0,1.0,Urban,LP001345,Not Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3806.0,4843.0,151.0,1.0,Semiurban,LP001349,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,13650.0,,1.0,Urban,LP001350,Graduate,Yes,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3583.0,4652.0,,1.0,Semiurban,LP001356,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,754.0,3816.0,160.0,1.0,Urban,LP001357,Graduate,,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1030.0,3052.0,100.0,1.0,Urban,LP001367,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1126.0,11417.0,225.0,1.0,Urban,LP001369,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7333.0,120.0,1.0,Rural,LP001370,Not Graduate,No,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3600.0,3800.0,216.0,0.0,Urban,LP001379,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,754.0,2071.0,94.0,1.0,Semiurban,LP001384,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5316.0,136.0,1.0,Urban,LP001385,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2333.0,2929.0,139.0,1.0,Semiurban,LP001387,Graduate,Yes,Female,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4114.0,3572.0,152.0,0.0,Rural,LP001391,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7451.0,,1.0,Semiurban,LP001392,Graduate,No,Female,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5050.0,118.0,1.0,Semiurban,LP001398,Graduate,No,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,14583.0,185.0,1.0,Rural,LP001401,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2283.0,3167.0,154.0,1.0,Semiurban,LP001404,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1398.0,2214.0,85.0,,Urban,LP001405,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2142.0,5568.0,175.0,1.0,Rural,LP001421,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,10408.0,259.0,1.0,Urban,LP001422,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2667.0,5667.0,180.0,1.0,Rural,LP001426,Graduate,Yes,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4166.0,44.0,1.0,Semiurban,LP001430,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,8980.0,2137.0,137.0,0.0,Semiurban,LP001431,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2957.0,81.0,1.0,Semiurban,LP001432,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2014.0,4300.0,194.0,1.0,Rural,LP001439,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3692.0,93.0,,Rural,LP001443,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,23803.0,370.0,1.0,Rural,LP001448,Graduate,Yes,,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1640.0,3865.0,,1.0,Rural,LP001449,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3850.0,10513.0,160.0,0.0,Urban,LP001451,Graduate,Yes,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2569.0,6080.0,182.0,,Rural,LP001465,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,20166.0,650.0,,Urban,LP001469,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1929.0,2014.0,74.0,1.0,Urban,LP001473,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2718.0,70.0,1.0,Semiurban,LP001478,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3459.0,25.0,1.0,Semiurban,LP001482,Graduate,Yes,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4895.0,102.0,1.0,Semiurban,LP001487,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,7750.0,4000.0,290.0,1.0,Semiurban,LP001488,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4583.0,84.0,1.0,Rural,LP001489,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3500.0,3316.0,88.0,1.0,Urban,LP001491,Graduate,Yes,Male,2,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,14999.0,242.0,0.0,Semiurban,LP001492,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1430.0,4200.0,129.0,1.0,Rural,LP001493,Not Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2083.0,5042.0,185.0,1.0,Rural,LP001497,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5417.0,168.0,1.0,Urban,LP001498,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6950.0,175.0,1.0,Semiurban,LP001504,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2034.0,2698.0,122.0,1.0,Semiurban,LP001507,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,11757.0,187.0,1.0,Urban,LP001508,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4486.0,2330.0,100.0,1.0,Semiurban,LP001514,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,14866.0,70.0,1.0,Urban,LP001516,Graduate,Yes,Female,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1425.0,1538.0,30.0,1.0,Urban,LP001518,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1666.0,10000.0,225.0,1.0,Rural,LP001519,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,830.0,4860.0,125.0,1.0,Semiurban,LP001520,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6277.0,118.0,0.0,Rural,LP001528,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3750.0,2577.0,152.0,1.0,Rural,LP001529,Graduate,Yes,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,9166.0,244.0,1.0,Urban,LP001531,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2281.0,113.0,1.0,Rural,LP001532,Not Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3254.0,50.0,1.0,Urban,LP001535,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,39999.0,600.0,0.0,Semiurban,LP001536,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6000.0,160.0,,Rural,LP001541,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,9538.0,187.0,1.0,Urban,LP001543,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2083.0,2980.0,120.0,1.0,Rural,LP001546,Graduate,No,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,5625.0,4583.0,255.0,1.0,Semiurban,LP001552,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1041.0,1863.0,98.0,1.0,Semiurban,LP001560,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7933.0,275.0,1.0,Urban,LP001562,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1280.0,3089.0,121.0,0.0,Semiurban,LP001565,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1447.0,4167.0,158.0,1.0,Rural,LP001570,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,9323.0,75.0,1.0,Urban,LP001572,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3166.0,3707.0,182.0,1.0,Rural,LP001574,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4583.0,112.0,1.0,Rural,LP001577,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3333.0,2439.0,129.0,1.0,Rural,LP001578,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2237.0,63.0,0.0,Semiurban,LP001579,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,8000.0,200.0,1.0,Semiurban,LP001580,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1769.0,1820.0,95.0,1.0,Rural,LP001581,Not Graduate,Yes,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,51763.0,700.0,1.0,Urban,LP001585,Graduate,Yes,,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3522.0,81.0,1.0,Rural,LP001586,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,5625.0,5708.0,187.0,1.0,Semiurban,LP001594,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,736.0,4344.0,87.0,1.0,Semiurban,LP001603,Not Graduate,Yes,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1964.0,3497.0,116.0,1.0,Rural,LP001606,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1619.0,2045.0,101.0,1.0,Rural,LP001608,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,11300.0,5516.0,495.0,0.0,Semiurban,LP001610,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3750.0,116.0,1.0,Semiurban,LP001616,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1451.0,2333.0,102.0,0.0,Urban,LP001630,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,7250.0,6400.0,180.0,0.0,Urban,LP001633,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,5063.0,1916.0,67.0,,Rural,LP001634,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4600.0,73.0,1.0,Semiurban,LP001636,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,33846.0,260.0,1.0,Semiurban,LP001637,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3625.0,108.0,1.0,Semiurban,LP001639,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,4750.0,39147.0,120.0,1.0,Semiurban,LP001640,Graduate,Yes,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2178.0,66.0,0.0,Rural,LP001641,Graduate,Yes,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2138.0,2383.0,58.0,,Rural,LP001643,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,5296.0,674.0,168.0,1.0,Rural,LP001644,Graduate,Yes,,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,9328.0,188.0,1.0,Rural,LP001647,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4885.0,48.0,1.0,Rural,LP001653,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,12000.0,164.0,1.0,Semiurban,LP001656,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6033.0,160.0,1.0,Urban,LP001657,Not Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3858.0,76.0,1.0,Semiurban,LP001658,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4191.0,120.0,1.0,Rural,LP001664,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2583.0,3125.0,170.0,1.0,Semiurban,LP001665,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3750.0,8333.0,187.0,1.0,Rural,LP001666,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2365.0,1907.0,120.0,1.0,Urban,LP001669,Not Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2816.0,3416.0,113.0,,Semiurban,LP001671,Graduate,Yes,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,11000.0,83.0,1.0,Urban,LP001673,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2500.0,2600.0,90.0,1.0,Semiurban,LP001674,Not Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4923.0,166.0,0.0,Semiurban,LP001677,Graduate,No,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3992.0,,1.0,Urban,LP001682,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1083.0,3500.0,135.0,1.0,Urban,LP001688,Not Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3917.0,124.0,1.0,Semiurban,LP001691,Not Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4408.0,120.0,1.0,Semiurban,LP001692,Not Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3244.0,80.0,1.0,Urban,LP001693,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2531.0,3975.0,55.0,1.0,Rural,LP001698,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2479.0,59.0,1.0,Urban,LP001699,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3418.0,127.0,1.0,Semiurban,LP001702,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,10000.0,214.0,1.0,Semiurban,LP001708,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1250.0,3430.0,128.0,0.0,Semiurban,LP001711,Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,7787.0,240.0,1.0,Urban,LP001713,Graduate,Yes,Male,1,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5703.0,130.0,1.0,Rural,LP001715,Not Graduate,Yes,Male,3+,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,3021.0,3173.0,137.0,1.0,Urban,LP001716,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,983.0,3850.0,100.0,1.0,Semiurban,LP001720,Not Graduate,Yes,Male,3+,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1800.0,150.0,135.0,1.0,Rural,LP001722,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1775.0,3727.0,131.0,1.0,Semiurban,LP001726,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5000.0,72.0,0.0,Semiurban,LP001732,Graduate,Yes,Male,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2383.0,4283.0,127.0,,Semiurban,LP001734,Graduate,Yes,Female,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,2221.0,60.0,0.0,Urban,LP001736,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1717.0,4009.0,116.0,1.0,Semiurban,LP001743,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2791.0,2971.0,144.0,1.0,Semiurban,LP001744,Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1010.0,7578.0,175.0,1.0,Semiurban,LP001749,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6250.0,128.0,1.0,Semiurban,LP001750,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3250.0,170.0,1.0,Rural,LP001751,Graduate,Yes,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4735.0,138.0,1.0,Urban,LP001754,Not Graduate,Yes,Male,,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1695.0,6250.0,210.0,1.0,Semiurban,LP001758,Graduate,Yes,Male,2,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,4758.0,158.0,1.0,Semiurban,LP001760,Graduate,,Male,,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,6400.0,200.0,1.0,Rural,LP001761,Graduate,No,Male,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2054.0,2491.0,104.0,1.0,Semiurban,LP001765,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3716.0,42.0,1.0,Rural,LP001768,Graduate,Yes,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,2598.0,3189.0,120.0,1.0,Rural,LP001770,Not Graduate,No,Male,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,8333.0,280.0,1.0,Semiurban,LP001776,Graduate,No,Female,0,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1779.0,3155.0,140.0,1.0,Semiurban,LP001778,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,1260.0,5500.0,170.0,1.0,Rural,LP001784,Graduate,Yes,Male,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,5746.0,255.0,,Urban,LP001786,Graduate,Yes,Male,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3463.0,122.0,,Urban,LP001788,Graduate,No,Female,0,Yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3812.0,112.0,1.0,Rural,LP001790,Graduate,No,Female,1,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,hf:LoanApprovalPrediction,2026-03-29_00-43,0.0,3315.0,96.0,1.0,Semiurban,LP001792,Graduate,Yes,Male,1,No
