CoapplicantIncome,ApplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_ID,Education,Married,Gender,Dependents,Self_Employed,source,collected_at
2531.0,3975,55.0,1.0,Rural,LP001698,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2479,59.0,1.0,Urban,LP001699,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3418,127.0,1.0,Semiurban,LP001702,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,10000,214.0,1.0,Semiurban,LP001708,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1250.0,3430,128.0,0.0,Semiurban,LP001711,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7787,240.0,1.0,Urban,LP001713,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5703,130.0,1.0,Rural,LP001715,Not Graduate,Yes,Male,3+,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
3021.0,3173,137.0,1.0,Urban,LP001716,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
983.0,3850,100.0,1.0,Semiurban,LP001720,Not Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1800.0,150,135.0,1.0,Rural,LP001722,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1775.0,3727,131.0,1.0,Semiurban,LP001726,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5000,72.0,0.0,Semiurban,LP001732,Graduate,Yes,Male,2,,hf:LoanApprovalPrediction,2026-03-29_00-43
2383.0,4283,127.0,,Semiurban,LP001734,Graduate,Yes,Female,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2221,60.0,0.0,Urban,LP001736,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1717.0,4009,116.0,1.0,Semiurban,LP001743,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2791.0,2971,144.0,1.0,Semiurban,LP001744,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1010.0,7578,175.0,1.0,Semiurban,LP001749,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6250,128.0,1.0,Semiurban,LP001750,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3250,170.0,1.0,Rural,LP001751,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4735,138.0,1.0,Urban,LP001754,Not Graduate,Yes,Male,,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1695.0,6250,210.0,1.0,Semiurban,LP001758,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4758,158.0,1.0,Semiurban,LP001760,Graduate,,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6400,200.0,1.0,Rural,LP001761,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2054.0,2491,104.0,1.0,Semiurban,LP001765,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3716,42.0,1.0,Rural,LP001768,Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
2598.0,3189,120.0,1.0,Rural,LP001770,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,8333,280.0,1.0,Semiurban,LP001776,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1779.0,3155,140.0,1.0,Semiurban,LP001778,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1260.0,5500,170.0,1.0,Rural,LP001784,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5746,255.0,,Urban,LP001786,Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3463,122.0,,Urban,LP001788,Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3812,112.0,1.0,Rural,LP001790,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3315,96.0,1.0,Semiurban,LP001792,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
5000.0,5819,120.0,1.0,Rural,LP001798,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1983.0,2510,140.0,1.0,Urban,LP001800,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
5701.0,2965,155.0,1.0,Urban,LP001806,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1300.0,6250,108.0,1.0,Rural,LP001807,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
4417.0,3406,123.0,1.0,Semiurban,LP001811,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4333.0,6050,120.0,1.0,Urban,LP001813,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9703,112.0,1.0,Urban,LP001814,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6608,137.0,1.0,Urban,LP001819,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1843.0,2882,123.0,1.0,Semiurban,LP001824,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1868.0,1809,90.0,1.0,Urban,LP001825,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3890.0,1668,201.0,0.0,Semiurban,LP001835,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3427,138.0,1.0,Urban,LP001836,Graduate,No,Female,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2167.0,2583,104.0,1.0,Rural,LP001841,Not Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
7101.0,2661,279.0,1.0,Semiurban,LP001843,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,16250,192.0,0.0,Urban,LP001844,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3083,255.0,1.0,Rural,LP001846,Graduate,No,Female,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6045,115.0,0.0,Rural,LP001849,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5250,94.0,1.0,Urban,LP001854,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2100.0,14683,304.0,1.0,Rural,LP001859,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4931,128.0,,Semiurban,LP001864,Not Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4250.0,6083,330.0,,Urban,LP001865,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2209.0,2060,134.0,1.0,Semiurban,LP001868,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3481,155.0,1.0,Semiurban,LP001870,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7200,120.0,1.0,Rural,LP001871,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5166,128.0,1.0,Semiurban,LP001872,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
3447.0,4095,151.0,1.0,Rural,LP001875,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1387.0,4708,150.0,1.0,Semiurban,LP001877,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1811.0,4333,160.0,0.0,Urban,LP001882,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3418,135.0,1.0,Rural,LP001883,Graduate,No,Female,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
1560.0,2876,90.0,1.0,Urban,LP001884,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3237,30.0,1.0,Urban,LP001888,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,11146,136.0,1.0,Urban,LP001891,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1857.0,2833,126.0,1.0,Rural,LP001892,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2223.0,2620,150.0,1.0,Semiurban,LP001894,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3900,90.0,1.0,Semiurban,LP001896,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1842.0,2750,115.0,1.0,Semiurban,LP001900,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3274.0,3993,207.0,1.0,Semiurban,LP001903,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1300.0,3103,80.0,1.0,Urban,LP001904,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,14583,436.0,1.0,Semiurban,LP001907,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4100,124.0,,Rural,LP001908,Not Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2426.0,4053,158.0,0.0,Urban,LP001910,Not Graduate,No,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
800.0,3927,112.0,1.0,Semiurban,LP001914,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
985.7999878,2301,78.0,1.0,Urban,LP001915,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1666.0,1811,54.0,1.0,Urban,LP001917,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,20667,,1.0,Rural,LP001922,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3053.0,3158,89.0,1.0,Rural,LP001924,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1717.0,2600,99.0,1.0,Semiurban,LP001925,Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2000.0,3704,120.0,1.0,Rural,LP001926,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4124,115.0,1.0,Semiurban,LP001931,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9508,187.0,1.0,Rural,LP001935,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2416.0,3075,139.0,1.0,Rural,LP001936,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4400,127.0,0.0,Semiurban,LP001938,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1560.0,3153,134.0,1.0,Urban,LP001940,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5417,143.0,0.0,Urban,LP001945,Graduate,No,Female,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3334.0,2383,172.0,1.0,Semiurban,LP001947,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1250.0,4416,110.0,1.0,Urban,LP001949,Graduate,Yes,Male,3+,,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6875,200.0,1.0,Semiurban,LP001953,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4666,135.0,1.0,Urban,LP001954,Graduate,Yes,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2541.0,5000,151.0,1.0,Rural,LP001955,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2925.0,2014,113.0,1.0,Urban,LP001963,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2934.0,1800,93.0,0.0,Urban,LP001964,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1750.0,2875,105.0,1.0,Semiurban,LP001972,Not Graduate,Yes,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5000,132.0,1.0,Rural,LP001974,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1803.0,1625,96.0,1.0,Urban,LP001977,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2500.0,4000,140.0,1.0,Rural,LP001978,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2000,,1.0,Urban,LP001990,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1666.0,3762,135.0,1.0,Rural,LP001993,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1863.0,2400,104.0,0.0,Urban,LP001994,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,20233,480.0,1.0,Rural,LP001996,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7667,185.0,,Rural,LP001998,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2917,84.0,1.0,Semiurban,LP002002,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2405.0,2927,111.0,1.0,Semiurban,LP002004,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2507,56.0,1.0,Rural,LP002006,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5746,144.0,,Rural,LP002008,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1843.0,2473,159.0,1.0,Rural,LP002024,Graduate,Yes,,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1640.0,3399,111.0,1.0,Urban,LP002031,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3717,120.0,1.0,Semiurban,LP002035,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2134.0,2058,88.0,,Urban,LP002036,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3541,112.0,,Semiurban,LP002043,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,10000,155.0,1.0,Rural,LP002050,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2167.0,2400,115.0,1.0,Semiurban,LP002051,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
189.0,4342,124.0,1.0,Semiurban,LP002053,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1590.0,3601,,1.0,Rural,LP002054,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2985.0,3166,132.0,,Rural,LP002055,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,15000,300.0,1.0,Rural,LP002065,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4983.0,8666,376.0,0.0,Rural,LP002067,Graduate,Yes,Male,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4917,130.0,0.0,Rural,LP002068,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2160.0,5818,184.0,1.0,Semiurban,LP002082,Graduate,Yes,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
2451.0,4333,110.0,1.0,Urban,LP002086,Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2500,67.0,1.0,Urban,LP002087,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1793.0,4384,117.0,1.0,Urban,LP002097,Graduate,No,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2935,98.0,1.0,Semiurban,LP002098,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2833,71.0,1.0,Urban,LP002100,Graduate,No,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,63337,490.0,1.0,Urban,LP002101,Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
1833.0,9833,182.0,1.0,Urban,LP002103,Graduate,Yes,,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
4490.0,5503,70.0,1.0,Semiurban,LP002106,Graduate,Yes,Male,,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
688.0,5250,160.0,1.0,Rural,LP002110,Graduate,Yes,Male,1,,hf:LoanApprovalPrediction,2026-03-29_00-43
4600.0,2500,176.0,1.0,Rural,LP002112,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,1830,,0.0,Urban,LP002113,Not Graduate,No,Female,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4160,71.0,1.0,Semiurban,LP002114,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1587.0,2647,173.0,1.0,Rural,LP002115,Not Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2378,46.0,1.0,Rural,LP002116,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1229.0,4554,158.0,1.0,Urban,LP002119,Not Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3173,74.0,1.0,Semiurban,LP002126,Not Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2330.0,2583,125.0,1.0,Rural,LP002128,Graduate,Yes,Male,2,,hf:LoanApprovalPrediction,2026-03-29_00-43
2458.0,2499,160.0,1.0,Semiurban,LP002129,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3230.0,3523,152.0,0.0,Rural,LP002130,Not Graduate,Yes,Male,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2168.0,3083,126.0,1.0,Urban,LP002131,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4583.0,6333,259.0,,Semiurban,LP002137,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
6250.0,2625,187.0,1.0,Rural,LP002138,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9083,228.0,1.0,Semiurban,LP002139,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4167.0,8750,308.0,1.0,Rural,LP002140,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2083.0,2666,95.0,1.0,Rural,LP002141,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5500,105.0,0.0,Rural,LP002142,Graduate,Yes,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
505.0,2423,130.0,1.0,Semiurban,LP002143,Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3813,116.0,1.0,Urban,LP002144,Graduate,No,Female,,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3167.0,8333,165.0,1.0,Rural,LP002149,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3875,67.0,1.0,Urban,LP002151,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1666.0,3000,100.0,0.0,Urban,LP002158,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3167.0,5167,200.0,1.0,Semiurban,LP002160,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4723,81.0,1.0,Semiurban,LP002161,Graduate,No,Female,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3667.0,5000,236.0,1.0,Semiurban,LP002170,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2333.0,4750,130.0,1.0,Urban,LP002175,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3033.0,3013,95.0,,Urban,LP002178,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6822,141.0,1.0,Rural,LP002180,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6216,133.0,1.0,Rural,LP002181,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2500,96.0,1.0,Semiurban,LP002187,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5124,124.0,0.0,Rural,LP002188,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6325,175.0,1.0,Semiurban,LP002190,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
5266.0,19730,570.0,1.0,Rural,LP002191,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,15759,55.0,1.0,Semiurban,LP002194,Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5185,155.0,1.0,Semiurban,LP002197,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
7873.0,9323,380.0,1.0,Rural,LP002201,Graduate,Yes,Male,2,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
1987.0,3062,111.0,0.0,Urban,LP002205,Graduate,No,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1459.0,2764,110.0,1.0,Urban,LP002209,Graduate,No,Female,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
923.0,4817,120.0,1.0,Urban,LP002211,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
4996.0,8750,130.0,1.0,Rural,LP002219,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4310,130.0,,Semiurban,LP002223,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3069,71.0,1.0,Urban,LP002224,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5391,130.0,1.0,Urban,LP002225,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2500.0,3333,128.0,1.0,Semiurban,LP002226,Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
4232.0,5941,296.0,1.0,Semiurban,LP002229,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6000,156.0,1.0,Urban,LP002231,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7167,128.0,1.0,Urban,LP002234,Graduate,No,Male,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4566,100.0,1.0,Urban,LP002236,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3667,113.0,1.0,Urban,LP002237,Graduate,No,Male,1,,hf:LoanApprovalPrediction,2026-03-29_00-43
1600.0,2346,132.0,1.0,Semiurban,LP002239,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3136.0,3010,,0.0,Urban,LP002243,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2417.0,2333,136.0,1.0,Urban,LP002244,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,5488,125.0,1.0,Rural,LP002250,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9167,185.0,1.0,Rural,LP002255,Graduate,No,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,9504,275.0,1.0,Rural,LP002262,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2115.0,2583,120.0,,Urban,LP002263,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1625.0,1993,113.0,1.0,Semiurban,LP002265,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1400.0,3100,113.0,1.0,Urban,LP002266,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
484.0,3276,135.0,,Semiurban,LP002272,Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3180,71.0,0.0,Urban,LP002277,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1459.0,3033,95.0,1.0,Urban,LP002281,Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1666.0,3902,109.0,1.0,Rural,LP002284,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
1800.0,1500,103.0,0.0,Semiurban,LP002287,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2889,45.0,0.0,Urban,LP002288,Not Graduate,Yes,Male,2,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2755,65.0,1.0,Rural,LP002296,Not Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
20000.0,2500,103.0,1.0,Semiurban,LP002297,Graduate,No,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,1963,53.0,1.0,Semiurban,LP002300,Not Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,7441,194.0,1.0,Rural,LP002301,Graduate,No,Female,0,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,4547,115.0,1.0,Semiurban,LP002305,Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2400.0,2167,115.0,1.0,Urban,LP002308,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,2213,66.0,1.0,Rural,LP002314,Not Graduate,No,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,8300,152.0,0.0,Semiurban,LP002315,Graduate,Yes,Male,1,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,81000,360.0,0.0,Rural,LP002317,Graduate,Yes,Male,3+,No,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,3867,62.0,1.0,Semiurban,LP002318,Not Graduate,No,Female,1,Yes,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6256,160.0,,Urban,LP002319,Graduate,Yes,Male,0,,hf:LoanApprovalPrediction,2026-03-29_00-43
0.0,6096,218.0,0.0,Rural,LP002328,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
2033.0,2253,110.0,1.0,Rural,LP002332,Not Graduate,Yes,Male,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
3237.0,2149,178.0,0.0,Semiurban,LP002335,Not Graduate,Yes,Female,0,No,hf:LoanApprovalPrediction,2026-03-29_00-43
